Taxon	Mnemonic	Scientific name
2419929		Proechimys sp. VPT 4788
461415		Proechimys steerei
2033321		Proechimys trinitatis
575524		Proedromys
575525		Proedromys bedfordi
575527		Proedromys liangshanensis
61411		Profelis
61412	PROAU	Profelis aurata
1328069		Prolemur
1328070	PROSS	Prolemur simus
399231		Prometheomys
399232		Prometheomys schaposchnikowi
27628		Promops
27629	PROCE	Promops centralis
2499806		Promops davisoni
1700841		Promops nasutus
42058		Pronolagus
42059	PROCS	Pronolagus crassicaudatus
42060	PRORA	Pronolagus randensis
42061	PRORU	Pronolagus rupestris
235650	PROSA	Pronolagus saundersiae
30600		Propithecus
543560		Propithecus candidus
379532	PROCO	Propithecus coquereli
475618		Propithecus deckenii
475619		Propithecus deckenii coronatus
481705		Propithecus deckenii deckenii
83281		Propithecus diadema
171945	PRODD	Propithecus diadema diadema
171947		Propithecus diadema marshi
543559		Propithecus edwardsi
989338		Propithecus perrieri
39582		Propithecus sp.
30601	PROTA	Propithecus tattersalli
34825	PROVE	Propithecus verreauxi
122229		Propithecus verreauxi verreauxi
226566		Prosciurillus
1655507		Prosciurillus abstrusus
1655508		Prosciurillus leucomus
1655509		Prosciurillus leucomus occidentalis
226567		Prosciurillus murinus
1655510		Prosciurillus weberi
9679		Proteles
9680	PROCR	Proteles cristata
2493641		Protemnodon
2493643		Protemnodon anak
9254		Prototheria
337733		Protoxerini
226691		Protoxerus
226692	PROSN	Protoxerus stangeri
1088057		Przewalskium
1088058	PRZAL	Przewalskium albirostris
48138		Psammomys
48139	PSAOB	Psammomys obesus
323362	PSAVE	Psammomys vexillaris
9298		Pseudantechinus
479705	PSEBA	Pseudantechinus bilarni
9299	PSEMD	Pseudantechinus macdonnellensis
479706	PSEMI	Pseudantechinus mimulus
32558	PSENI	Pseudantechinus ningbing
272619		Pseudantechinus roryi
32559	PSEWO	Pseudantechinus woolleyae
37889		Pseudocheiridae
9332		Pseudocheirus
656515		Pseudocheirus occidentalis
9333	PSEPE	Pseudocheirus peregrinus
37890		Pseudochirops
699040		Pseudochirops albertisii
38621		Pseudochirops archeri
65629		Pseudochirops corinnae
37702	PSECU	Pseudochirops cupreus
596259		Pseudochirulus
699039		Pseudochirulus canescens
699038		Pseudochirulus caroli
65616		Pseudochirulus forbesi
596260		Pseudochirulus herbertensis
596261		Pseudochirulus mayeri
442601		Pseudohydromys
442602		Pseudohydromys ellermani
59541		Pseudois
59542	PSENA	Pseudois nayaur
1204301		Pseudois nayaur nayaur
1531488		Pseudois nayaur szechuanensis
112503		Pseudois schaeferi
1221214		Pseudois sp. DL
187267		Pseudomys
442603		Pseudomys albocinereus
442604		Pseudomys apodemoides
187268		Pseudomys australis
442605		Pseudomys bolami
442606		Pseudomys calabyi
221128		Pseudomys chapmani
442607		Pseudomys delicatulus
221914		Pseudomys desertor
442608		Pseudomys fieldi
442609		Pseudomys fumeus
442610		Pseudomys gracilicaudatus
221913		Pseudomys hermannsburgensis
442611		Pseudomys higginsi
442612		Pseudomys johnsoni
442613		Pseudomys laborifex
221912		Pseudomys nanus
442614		Pseudomys novaehollandiae
442615		Pseudomys occidentalis
442616		Pseudomys oralis
442617		Pseudomys patrius
442618		Pseudomys pilligaensis
442619		Pseudomys shortridgei
77134		Pseudonovibos
77135		Pseudonovibos spiralis
82173		Pseudorca
82174	PSECS	Pseudorca crassidens
2778566		Pseudoromicia
2778567		Pseudoromicia brunnea
2778568		Pseudoromicia kityoi
2778569		Pseudoromicia nyanza
258943		Pseudoromicia rendalli
1286220		Pseudoromicia roseveari
2778576		Pseudoromicia sp. Tanzania
97362		Pseudoryx
97363	PSENG	Pseudoryx nghetinhensis
218833		Pseudoryzomys
218834		Pseudoryzomys simplex
132906		Ptenochirus
132907	PTEJA	Ptenochirus jagori
328961		Ptenochirus minor
58080		Pteralopex
58081	PTEAT	Pteralopex atrata
1496134		Pteralopex taki
337748		Pteromyini
55151		Pteromys
64682	PTEMM	Pteromys momonga
55152	PTEVO	Pteromys volans
226816		Pteromyscus
226817		Pteromyscus pulverulentus
59475		Pteronotus
2203464		Pteronotus alitonus
94956	PTEDV	Pteronotus davyi
1884723		Pteronotus davyi fulvus
280979		Pteronotus fuliginosus
118855	PTEGY	Pteronotus gymnonotus
118853	PTEMA	Pteronotus macleayii
59476	PTEPA	Pteronotus parnellii
1884719		Pteronotus parnellii fuscus
1884717		Pteronotus parnellii mesoamericanus
1884721		Pteronotus parnellii mexicanus
1884718		Pteronotus parnellii portoricensis
118856	PTEPR	Pteronotus personatus
1884722		Pteronotus personatus psilotis
280975		Pteronotus pusillus
118854	PTEQU	Pteronotus quadridens
280976	PTERU	Pteronotus rubiginosus
1884720		Pteronotus sp.
1769917		Pteronotus sp. 3 BdT-2015
1921178		Pteronotus sp. PV-RO-BRA
9671		Pteronura
9672	PTEBR	Pteronura brasiliensis
9398		Pteropodidae
261759		Pteropodidae sp. TTS-2004
77225		Pteropodinae
9401		Pteropus
58082	PTEAD	Pteropus admiralitatum
1496130		Pteropus admiralitatum colonus
589507		Pteropus aldabrensis
9402	PTEAL	Pteropus alecto
170220	PTEAE	Pteropus anetianus
1495874		Pteropus anetianus eotinus
2721786		Pteropus caniceps
1291037		Pteropus capistratus
170221		Pteropus capistratus ennisae
2721787		Pteropus chrysoproctus
170222		Pteropus cognatus
328804	PTECN	Pteropus conspicillatus
126282	PTEDA	Pteropus dasymallus
385575		Pteropus dasymallus formosus
2517870		Pteropus dasymallus yayeyamae
1288886		Pteropus faunulus
170223		Pteropus fundatus
143291	PTEGI	Pteropus giganteus
1496135		Pteropus gilliardorum
1495907		Pteropus griseus
9405	PTEHP	Pteropus hypomelanus
589508	PTELI	Pteropus livingstonii
1495904		Pteropus lombocensis
166054	PTELY	Pteropus lylei
448077		Pteropus macrotis
1496129		Pteropus mahaganus
522447		Pteropus mariannus
2721788		Pteropus melanopogon
1562755		Pteropus melanotus
1562761		Pteropus melanotus natalis
522446		Pteropus molossinus
170224	PTENO	Pteropus neohibernicus
170225	PTENR	Pteropus niger
1496128		Pteropus nitendiensis
170226	PTEOC	Pteropus ocularis
170227	PTEOR	Pteropus ornatus
1495906		Pteropus pelagicus
1495877		Pteropus pelewensis
1495878		Pteropus pelewensis pelewensis
170228	PTEPS	Pteropus personatus
170229		Pteropus pohlei
9403	PTEPO	Pteropus poliocephalus
1496133	PTEPE	Pteropus pselaphon
161598	PTEPU	Pteropus pumilus
110942	PTERA	Pteropus rayneri
1496126		Pteropus rayneri grandis
2747553		Pteropus rennelli
77216	PTERO	Pteropus rodricensis
196297	PTERF	Pteropus rufus
170230	PTESM	Pteropus samoensis
1495876		Pteropus samoensis nawaiensis
94117	PTESA	Pteropus scapulatus
589506		Pteropus seychellensis
589510		Pteropus seychellensis comorensis
589511		Pteropus seychellensis seychellensis
1562770		Pteropus sp.
638936		Pteropus sp. CCS-2009a
1129003		Pteropus sp. KTJD-2011
2170357		Pteropus sp. M.47692.003
2170358		Pteropus sp. M.47692.004
161599	PTESP	Pteropus speciosus
9404	PTETE	Pteropus temminckii
1496132		Pteropus tokudae
77217	PTETO	Pteropus tonganus
1496131		Pteropus tuberculatus
1495879		Pteropus ualanus
132908	PTEVA	Pteropus vampyrus
170231	PTEVE	Pteropus vetulus
589509		Pteropus voeltzkowi
170232	PTEWO	Pteropus woodfordi
1495872		Pteropus yapensis
320337		Ptilocercus
320338		Ptilocercus lowii
163860		Pudu
1088059		Pudu mephistophiles
163861	PUDPU	Pudu puda
146712		Puma
9696	PUMCO	Puma concolor
29062		Puma concolor coryi
694476		Puma concolor couguar
1608482	PUMYA	Puma yagouaroundi
1258728		Punomys
1258729		Punomys kofordi
693430		Pusa
693431	PUSCA	Pusa caspica
9718	PUSHI	Pusa hispida
248493		Pusa hispida botnica
211011		Pusa hispida hispida
248494		Pusa hispida ladogensis
248495		Pusa hispida saimensis
9719	PUSSI	Pusa sibirica
54132		Pygathrix
693712		Pygathrix cinerea
1194332		Pygathrix cinerea 1 RL-2012
1194333		Pygathrix cinerea 2 RL-2012
54133	PYGNE	Pygathrix nemaeus
303485		Pygathrix nemaeus nemaeus
310352		Pygathrix nigripes
1041407		Pygeretmus
1652700		Pygeretmus platyurus
1041408		Pygeretmus pumilio
2494515		Pygeretmus zhitkovi
148028		Pygoderma
148037	PYGBL	Pygoderma bilabiatum
862511		Pyromys
9869		Rangifer
9870	RANTA	Rangifer tarandus
86327		Rangifer tarandus caribou
194539		Rangifer tarandus dawsoni
228255		Rangifer tarandus fennicus
191431		Rangifer tarandus granti
86328		Rangifer tarandus groenlandicus
228256		Rangifer tarandus pearyi
228257		Rangifer tarandus platyrhyncus
86329		Rangifer tarandus tarandus
2249212		Rangifer tarandus terranovae
59543		Raphicerus
59544	RAPCA	Raphicerus campestris
66435	RAPME	Raphicerus melanotis
66436	RAPSH	Raphicerus sharpei
10114		Rattus
69077	RATAN	Rattus andamanensis
1799704		Rattus annandalei
83752	RATAR	Rattus argentiventer
83753		Rattus baluensis
858503		Rattus cf. losea MP-2010
1676171		Rattus cf. moluccarius TJG-2015
71422	RATCL	Rattus colletti
1664380		Rattus detentus
70831	RATEV	Rattus everetti
34854	RATEX	Rattus exulans
2028303		Rattus facetus
69074	RATFL	Rattus flavipectus
10119	RATFU	Rattus fuscipes
95725		Rattus fuscipes assimilis
95531		Rattus fuscipes coracius
95532		Rattus fuscipes fuscipes
89809		Rattus fuscipes greyii
946981		Rattus giluwensis
435406		Rattus hoffmanni
2739836		Rattus hoogerwerfi
2739837		Rattus korinchi
10115	RATLE	Rattus leucopus
95533		Rattus leucopus cooktownensis
946982		Rattus leucopus dobodurae
95726		Rattus leucopus leucopus
946983		Rattus leucopus ringens
69075		Rattus losea
472760		Rattus lutreolus
946984		Rattus lutreolus lutreolus
946985		Rattus lutreolus velutinus
570414		Rattus macleari
83754		Rattus moluccarius
2162859		Rattus montanus
472761		Rattus mordax
1405178		Rattus morotaiensis
570415		Rattus nativitatis
472762		Rattus niobe
508668	RATNI	Rattus nitidus
10116	RAT	Rattus norvegicus
947987		Rattus norvegicus albus
443911		Rattus novaeguineae
349711		Rattus praetor
583359		Rattus pyctoris
2552944		Rattus ranjiniae
10117	RATRT	Rattus rattus
796024		Rattus rattus alexandrinus
1740719		Rattus rattus complex lineage I
1740720		Rattus rattus complex lineage II
1114793		Rattus rattus complex lineage III
1114794		Rattus rattus complex lineage IV
1383542		Rattus rattus complex RCVN_357811
239728		Rattus rattus diardii
796025		Rattus rattus frugivorus
1972516		Rattus rattus kandianus
2162860		Rattus rattus kelaarti
2162861		Rattus rattus rufescens
1227109		Rattus sakeratensis
69076		Rattus satarae
10120	RATSO	Rattus sordidus
10118		Rattus sp.
1297757		Rattus sp. 110316-1
71813		Rattus sp. 71813
95728		Rattus sp. 95728
435434		Rattus sp. ABTC
435435		Rattus sp. ABTC 42503
435436		Rattus sp. ABTC 42808
435437		Rattus sp. ABTC 43216
435438		Rattus sp. ABTC 43510
435439		Rattus sp. ABTC 43874
435440		Rattus sp. ABTC 43906
435441		Rattus sp. ABTC 44036
435442		Rattus sp. ABTC 44037
435443		Rattus sp. ABTC 44058
435444		Rattus sp. ABTC 44065
435446		Rattus sp. ABTC 44796
435447		Rattus sp. ABTC 44797
435448		Rattus sp. ABTC 44857
435449		Rattus sp. ABTC 44858
435450		Rattus sp. ABTC 45161
435451		Rattus sp. ABTC 45409
435452		Rattus sp. ABTC 45756
435453		Rattus sp. ABTC 45966
435454		Rattus sp. ABTC 47145
435455		Rattus sp. ABTC 47224
435456		Rattus sp. ABTC 47232
435457		Rattus sp. ABTC 47271
435458		Rattus sp. ABTC 47273
435459		Rattus sp. ABTC 47307
435460		Rattus sp. ABTC 47343
435461		Rattus sp. ABTC 47988
435462		Rattus sp. ABTC 47992
435463		Rattus sp. ABTC 47994
435464		Rattus sp. ABTC 47995
435465		Rattus sp. ABTC 47996
435466		Rattus sp. ABTC 47997
435467		Rattus sp. ABTC 47998
435468		Rattus sp. ABTC 47999
435469		Rattus sp. ABTC 48000
435470		Rattus sp. ABTC 48004
435471		Rattus sp. ABTC 48005
435472		Rattus sp. ABTC 48962
435473		Rattus sp. ABTC 48963
435474		Rattus sp. ABTC 49035
435476		Rattus sp. ABTC 49292
435477		Rattus sp. ABTC 49306
435478		Rattus sp. ABTC 64906
435479		Rattus sp. ABTC 64907
435480		Rattus sp. ABTC 64908
435481		Rattus sp. ABTC 64909
435482		Rattus sp. ABTC 64910
435483		Rattus sp. ABTC 8529
435484		Rattus sp. ABTC 8536
435485		Rattus sp. ABTC 8540
1003228		Rattus sp. BOLD:AAA5929
1003854		Rattus sp. BOLD:AAB2208
1003226		Rattus sp. BOLD:AAB2209
1003229		Rattus sp. BOLD:AAB6757
1003230		Rattus sp. BOLD:AAE2315
1003227		Rattus sp. BOLD:AAH3526
1003231		Rattus sp. BOLD:AAH3528
2593118		Rattus sp. KINA1120
2593117		Rattus sp. KINA360
2593119		Rattus sp. KINA620
2593120		Rattus sp. KINA776
2593121		Rattus sp. KINA93
1078249		Rattus sp. LMB-2011
2739838		Rattus sp. NH 2147
1383892		Rattus sp. R3 AL-2013
858504		Rattus sp. R3 MP-2010
490373		Rattus sp. RIL2R
68896		Rattus sp. T-612
472763		Rattus steini
35732	RATTA	Rattus tanezumi
1167227		Rattus tanezumi sladeni
2716769		Rattus timorensis
83755	RATTI	Rattus tiomanicus
10121	RATTU	Rattus tunneyi
95534		Rattus tunneyi culmorum
95727		Rattus tunneyi tunneyi
472764		Rattus verecundus
10122	RATVI	Rattus villosissimus
2683850		Rattus xanthurus
226820		Ratufa
226821	RATAF	Ratufa affinis
226822	RATBI	Ratufa bicolor
1966382		Ratufa bicolor melanopepla
1639871		Ratufa indica
1639872		Ratufa indica elphinstoni
1479094		Ratufa macroura
234683		Ratufa sp. LSUMZ M3476
337720		Ratufinae
59553		Redunca
59554	REDAR	Redunca arundinum
59555	REDFU	Redunca fulvorufula
59556	REDRE	Redunca redunca
59549		Reduncinae
56233		Reithrodon
56234	REIAU	Reithrodon auritus
44233		Reithrodontomys
243217		Reithrodontomys bakeri
579415		Reithrodontomys brevirostris
319466		Reithrodontomys chrysopsis
319462	REICR	Reithrodontomys creper
471727		Reithrodontomys dariensis
56213	REIFU	Reithrodontomys fulvescens
243215	REIGR	Reithrodontomys gracilis
319467		Reithrodontomys hirsutus
129430	REIHU	Reithrodontomys humulis
44234	REIME	Reithrodontomys megalotis
89150	REIMX	Reithrodontomys mexicanus
243214	REIMI	Reithrodontomys microdon
129431		Reithrodontomys montanus
129432	REIRA	Reithrodontomys raviventris
1002710		Reithrodontomys sp. 1 AVB-2011
1002711		Reithrodontomys sp. 2 AVB-2011
1002709		Reithrodontomys sp. AVB-2011
319463	REISP	Reithrodontomys spectabilis
89102	REISU	Reithrodontomys sumichrasti
319465		Reithrodontomys tenuirostris
129433		Reithrodontomys zacatecae
121572		Rhabdomys
2316664		Rhabdomys bechuanae
996586	RHADI	Rhabdomys dilectus
1543366		Rhabdomys dilectus chakae
1543365		Rhabdomys dilectus dilectus
2711317		Rhabdomys intermedius
121573	RHAPU	Rhabdomys pumilio
221578		Rhagomys
329889		Rhagomys longilingua
221579		Rhagomys rufescens
2782733		Rhagomys sp. n. NT-2020
226834		Rheithrosciurus
226835		Rheithrosciurus macrotis
218835		Rheomys
218836		Rheomys raptor
451894		Rheomys thomasi
9808		Rhinoceros
102233	RHISO	Rhinoceros sondaicus
310328		Rhinoceros sondaicus annamiticus
310341		Rhinoceros sondaicus sondaicus
9809	RHIUN	Rhinoceros unicornis
9803		Rhinocerotidae
58055		Rhinolophidae
1296576		Rhinolophidae sp. BOLD:AAB6249
1296578		Rhinolophidae sp. BOLD:AAB9127
1296577		Rhinolophidae sp. BOLD:AAD3329
1296579		Rhinolophidae sp. SMM045-12
186995		Rhinolophinae
49442		Rhinolophus
320431	RHIAC	Rhinolophus acuminatus
59477	RHIAI	Rhinolophus affinis
249024	RHIAY	Rhinolophus alcyone
2291617		Rhinolophus andamanensis
76834	RHIAR	Rhinolophus arcuatus
556920		Rhinolophus beddomei
519037		Rhinolophus blasii
2603870		Rhinolophus blasii complex sp. 1 TD-2019
376555	RHIBL	Rhinolophus blythi
337452	RHIBO	Rhinolophus borneensis
302408		Rhinolophus capensis
1078801		Rhinolophus celebensis
1007694		Rhinolophus cf. chaseni BOLD:AAB4878
1154687		Rhinolophus cf. chaseni SVK-2012
2603859		Rhinolophus cf. denti TD-2019
2603860		Rhinolophus cf. denti/simulator TD-2019
2448881		Rhinolophus cf. eloquens DMR-2017
867886		Rhinolophus cf. ferrumequinum CMF-2010
1232899		Rhinolophus cf. hildebrandti
2528448		Rhinolophus cf. inops MRMD1747
2528452		Rhinolophus cf. inops MRMD1818
2603861		Rhinolophus cf. landeri TD-2019
1001579		Rhinolophus cf. lepidus
867887		Rhinolophus cf. lepidus CMF-2010
2304489		Rhinolophus cf. macrotis LZ-2018
1964314		Rhinolophus cf. macrotis Phia Oac VTT-2017
2590849		Rhinolophus cf. macrotis TL-2019
1964313		Rhinolophus cf. macrotis VTT-2017
2528453		Rhinolophus cf. philippinensis AMF0074
2528449		Rhinolophus cf. philippinensis AMF0075
2528447		Rhinolophus cf. philippinensis AMF0076
1007695		Rhinolophus cf. pusillus BOLD:AAB9127
867888		Rhinolophus cf. pusillus CMF-2010
2304488		Rhinolophus cf. siamensis LZ-2018
1964315		Rhinolophus cf. siamensis VTT-2017
1939661		Rhinolophus cf. simulator SJP-2016
2528451		Rhinolophus cf. subrufus AMF0068
2528446		Rhinolophus cf. subrufus AMF0069
2528450		Rhinolophus cf. subrufus DMP124
2528454		Rhinolophus cf. subrufus MGP0605
867889		Rhinolophus cf. thomasi CMF-2010
867890		Rhinolophus chaseni
2510767		Rhinolophus chiewkweeae
59478		Rhinolophus clivosus
2603871		Rhinolophus clivosus complex sp. 1 TD-2019
2603872		Rhinolophus clivosus complex sp. 2 TD-2019
2603873		Rhinolophus clivosus complex sp. 3 TD-2019
2603875		Rhinolophus clivosus complex sp. 6 TD-2019
867891		Rhinolophus coelophyllus
1548709		Rhinolophus cognatus
196296		Rhinolophus cornutus
178895	RHICR	Rhinolophus creaghi
49443	RHIDA	Rhinolophus darlingi
1434704		Rhinolophus darlingi barbetonensis
1434703		Rhinolophus darlingi damarensis
1434706		Rhinolophus darlingi darlingi
2603862		Rhinolophus deckenii
608656		Rhinolophus denti
519038		Rhinolophus eloquens
109476	RHIEU	Rhinolophus euryale
76835		Rhinolophus euryotis
59479	RHIFE	Rhinolophus ferrumequinum
1077283		Rhinolophus ferrumequinum korai
608660		Rhinolophus ferrumequinum nippon
1203030		Rhinolophus ferrumequinum quelpartis
1774222		Rhinolophus ferrumequinum tragatus
472238		Rhinolophus formosae
302410		Rhinolophus fumigatus
2603876		Rhinolophus fumigatus/eloquens complex sp. 1 TD-2019
2603877		Rhinolophus fumigatus/eloquens complex sp. 2 TD-2019
2603878		Rhinolophus fumigatus/eloquens complex sp. 3 TD-2019
2603874		Rhinolophus fumigatus/eloquens complex sp. 4 TD-2019
2603879		Rhinolophus fumigatus/eloquens complex sp. 7 TD-2019
2603880		Rhinolophus fumigatus/eloquens complex sp. 8 TD-2019
2603863		Rhinolophus gorongosae
302411		Rhinolophus hildebrandti
2603881		Rhinolophus hildebrandtii complex sp. 1 TD-2019
2603882		Rhinolophus hildebrandtii complex sp. 2 TD-2019
77218	RHIHI	Rhinolophus hipposideros
2304487		Rhinolophus huananus
2291618		Rhinolophus indorouxii
1078804		Rhinolophus inops
1078820		Rhinolophus inops/arcuatus
1078825		Rhinolophus inops/subrufus
2603864		Rhinolophus kahuzi
519039	RHILA	Rhinolophus landeri
188570		Rhinolophus lepidus
512570		Rhinolophus lepidus cuneatus
2603865		Rhinolophus lobatus
1704495		Rhinolophus luctoides
337453		Rhinolophus luctus
608657		Rhinolophus maclaudi
196889	RHIMR	Rhinolophus macrotis
2590040		Rhinolophus macrotis caldwelli
2590039		Rhinolophus macrotis episcopus
608659		Rhinolophus malayanus
476588		Rhinolophus marshalli
76836	RHIMG	Rhinolophus megaphyllus
342862		Rhinolophus mehelyi
169756	RHIMO	Rhinolophus monoceros
1871414		Rhinolophus monticolus
1704492		Rhinolophus morio
479722		Rhinolophus osgoodi
479477		Rhinolophus paradoxolophus
188571		Rhinolophus pearsonii
186998		Rhinolophus perditus
76837		Rhinolophus philippinensis
159859	RHIPI	Rhinolophus pumilus
159858		Rhinolophus pusillus
188572		Rhinolophus rex
2603866		Rhinolophus rhodesiae
526812		Rhinolophus robinsoni
89398		Rhinolophus rouxii
89808		Rhinolophus rouxii rouxii
545504		Rhinolophus rufus
519040		Rhinolophus ruwenzorii
59480		Rhinolophus sedulus
608708		Rhinolophus shameli
1871418		Rhinolophus shortridgei
867892		Rhinolophus siamensis
519041		Rhinolophus simulator
2603883		Rhinolophus simulator complex sp. 1 TD-2019
2603884		Rhinolophus simulator complex sp. 2 TD-2019
89399		Rhinolophus sinicus
1585245		Rhinolophus sinicus sinicus
519447		Rhinolophus sp. 1 KS-2008
1332270		Rhinolophus sp. 1 PV-2013
1133290		Rhinolophus sp. 1 XY-2012
393600		Rhinolophus sp. 1234
519449		Rhinolophus sp. 2 KS-2008
1133291		Rhinolophus sp. 2 XY-2012
1001581		Rhinolophus sp. AVB-2011
867885		Rhinolophus sp. B JLE-2010
1158970		Rhinolophus sp. BOLD:AAB4878
2448836		Rhinolophus sp. CN 2016
2448882		Rhinolophus sp. DMR-2017
415936		Rhinolophus sp. GZNU200303
692277		Rhinolophus sp. HHS-2009a
2810476		Rhinolophus sp. HW-2021
1002349		Rhinolophus sp. IVK-2011
271464		Rhinolophus sp. JMW-2004a
271465		Rhinolophus sp. JMW-2004b
1078817		Rhinolophus sp. LEP-2011
2661589		Rhinolophus sp. LIK17
2489498		Rhinolophus sp. n. TK-2018
2750743		Rhinolophus sp. PREDICT/PDF-2370
2750742		Rhinolophus sp. PREDICT/PDF-2386
2750744		Rhinolophus sp. PREDICT/PRD-0038
430491		Rhinolophus stheno
545503		Rhinolophus subrufus
1078826		Rhinolophus subrufus/arcuatus
608709		Rhinolophus swinnyi
476589		Rhinolophus thomasi
430492		Rhinolophus trifoliatus
1078802		Rhinolophus virgo
2603867		Rhinolophus willardi
563833		Rhinolophus xinanzhongguoensis
393601		Rhinolophus yunnanensis
271602		Rhinonicteris
270786		Rhinonicteris aurantia
1677019		Rhinonycteridae
138698		Rhinophylla
138699	RHIAL	Rhinophylla alethina
138706	RHIFI	Rhinophylla fischerae
138707	RHIPM	Rhinophylla pumilio
542827		Rhinopithecus
66062	RHIAV	Rhinopithecus avunculus
61621	RHIBE	Rhinopithecus bieti
1194334		Rhinopithecus bieti 1 RL-2012
1194335		Rhinopithecus bieti 2 RL-2012
224329		Rhinopithecus brelichi
61622	RHIRO	Rhinopithecus roxellana
1859147		Rhinopithecus sp.
1194336		Rhinopithecus strykeri
124755		Rhinopoma
1436297		Rhinopoma hadramauticum
124756	RHIHA	Rhinopoma hardwickii
1034335		Rhinopoma hardwickii cystops
173903		Rhinopoma microphyllum
471461		Rhinopoma microphyllum harrisoni
471460		Rhinopoma microphyllum kinneari
471462		Rhinopoma microphyllum microphyllum
173902		Rhinopoma muscatellum
124754		Rhinopomatidae
226570		Rhinosciurus
226571		Rhinosciurus laticaudatus
29128		Rhipidomys
2023160		Rhipidomys albujai
2502155		Rhipidomys austrinus
863427		Rhipidomys cariri
863428		Rhipidomys emiliae
863429		Rhipidomys gardneri
866548		Rhipidomys ipukensis
866549		Rhipidomys itoan
2023161		Rhipidomys latimanus
29129	RHILC	Rhipidomys leucodactylus
89103	RHIMC	Rhipidomys macconnelli
863430		Rhipidomys macrurus
89104	RHIMS	Rhipidomys mastacalis
2023162		Rhipidomys masticalis
89105		Rhipidomys nitela
461416		Rhipidomys scandens
89136		Rhipidomys sp. 2
2053727		Rhipidomys sp. MEPN 12114
866551		Rhipidomys sp. RGR-2010d
866550		Rhipidomys tribei
2028304		Rhipidomys venezuelae
2028305		Rhipidomys venustus
89106	RHIWE	Rhipidomys wetzeli
53273		Rhizomyinae
1002713		Rhizomyinae sp. AVB-2011
53274		Rhizomys
53275		Rhizomys pruinosus
93842		Rhizomys pruinosus pruinosus
146130	RHISI	Rhizomys sinensis
1194074		Rhizomys sp. TCZ-2012
2055140		Rhizomys sumatrensis
153294		Rhogeessa
258950		Rhogeessa aeneus
153295		Rhogeessa alleni
1905273		Rhogeessa bickhami
433358		Rhogeessa genowaysi
433359		Rhogeessa gracilis
261758		Rhogeessa io
258949		Rhogeessa mira
153298		Rhogeessa parvula
2094008		Rhogeessa sp. 20130222_359
2698659		Rhogeessa sp. n. AB-2020
153299		Rhogeessa tumida
433360		Rhogeessa velilla
186473		Rhombomys
186474		Rhombomys opimus
1264662		Rhombomys opimus sargadensis
1264665		Rhombomys opimus sargadensis x sodalis
1264664		Rhombomys opimus sodalis
151030		Rhynchocyon
320636		Rhynchocyon chrysopygus
473867		Rhynchocyon cirnei
1888230		Rhynchocyon cirnei cirnei
1888229		Rhynchocyon cirnei macrurus
1397288		Rhynchocyon cirnei reichardi
1888228		Rhynchocyon cirnei shirensis
1888227		Rhynchocyon cirnei stuhlmanni
320637		Rhynchocyon petersi
1888231		Rhynchocyon petersi adersi
1888232		Rhynchocyon petersi petersi
237659		Rhynchocyon sp. CJD-2003
151031		Rhynchocyon sp. OM2001
1397287		Rhynchocyon udzungwensis
210653		Rhynchogale
210654	RHYME	Rhynchogale melleri
33558		Rhyncholestes
33559	RHYRA	Rhyncholestes raphanurus
1031280		Rhynchomeles
1031281		Rhynchomeles prattorum
237999		Rhynchomys
1217596		Rhynchomys banahao
238000	RHYIS	Rhynchomys isarogensis
1217597		Rhynchomys soricoides
1217598		Rhynchomys tapulao
249016		Rhynchonycteris
249017	RHYNA	Rhynchonycteris naso
9989	9RODE	Rodentia
69158	RODSP	Rodentia sp.
1090580		Rodentia sp. 09ZR5#43
1090582		Rodentia sp. 09ZRD#49
854221		Rodentia sp. BOLD:AAA1235
976534		Rodentia sp. BOLD:AAA1280
976535		Rodentia sp. BOLD:AAA1281
854222		Rodentia sp. BOLD:AAA1283
1068315		Rodentia sp. BOLD:AAA1284
1068316		Rodentia sp. BOLD:AAA1286
976536		Rodentia sp. BOLD:AAA1289
854223		Rodentia sp. BOLD:AAA1515
924703		Rodentia sp. BOLD:AAA1516
854224		Rodentia sp. BOLD:AAA1615
854225		Rodentia sp. BOLD:AAA1667
976537		Rodentia sp. BOLD:AAA1671
854226		Rodentia sp. BOLD:AAA1699
924704		Rodentia sp. BOLD:AAA1748
976538		Rodentia sp. BOLD:AAA2043
854227		Rodentia sp. BOLD:AAA2044
1068317		Rodentia sp. BOLD:AAA2045
854228		Rodentia sp. BOLD:AAA2050
854229		Rodentia sp. BOLD:AAA2051
976539		Rodentia sp. BOLD:AAA2248
924705		Rodentia sp. BOLD:AAA2984
976540		Rodentia sp. BOLD:AAA2987
1068318		Rodentia sp. BOLD:AAA3192
976541		Rodentia sp. BOLD:AAA3325
854230		Rodentia sp. BOLD:AAA3428
854231		Rodentia sp. BOLD:AAA3565
924706		Rodentia sp. BOLD:AAA3831
1068319		Rodentia sp. BOLD:AAA3869
854232		Rodentia sp. BOLD:AAA3870
854233		Rodentia sp. BOLD:AAA3925
854234		Rodentia sp. BOLD:AAA3926
854235		Rodentia sp. BOLD:AAA3927
854236		Rodentia sp. BOLD:AAA3928
854237		Rodentia sp. BOLD:AAA3929
854238		Rodentia sp. BOLD:AAA3931
854239		Rodentia sp. BOLD:AAA3962
924707		Rodentia sp. BOLD:AAA3964
854240		Rodentia sp. BOLD:AAA4203
854241		Rodentia sp. BOLD:AAA4204
